,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
000690,-12.37392,67.11761,-47.262455,59.982803,15.456128,24.901499,11.001298,9.881911,9.988841,1.4193952,-1.4799471,7.46479,-2.6937752,0.42976248,-4.3970118,1.5013381,-4.637231,-0.93676794,-0.73029166,-0.61387837
000694,-65.66793,62.118877,5.0978127,15.951897,10.618125,10.171562,-6.4866996,8.9388895,-5.436908,4.300424,0.12417262,5.6593747,-1.4015821,5.628482,0.5181043,5.7907963,-0.019200757,3.574956,-1.5590209,4.8408127
000695,-37.280052,70.34362,-11.415428,17.624418,-5.3222556,12.034174,11.3994875,6.4938245,3.3692837,7.5700116,3.002127,11.435122,3.7734802,6.0993433,-0.9462836,4.329709,-2.7573526,1.4326047,-2.310947,6.077878
000704,-21.781605,50.94412,0.83512414,22.672672,20.425364,15.077003,0.23860146,6.40105,1.9612212,7.8561964,0.5717265,5.316494,-4.385615,7.1479745,2.2916174,-0.40189746,-10.385983,2.021931,2.810766,-0.057575677
000705,-17.746353,51.124176,3.933664,17.757725,5.3578434,20.393267,4.561146,16.612158,0.7216803,2.728077,0.9341004,9.474063,-2.4560935,3.4023836,-2.201591,1.0558441,-5.83811,0.77246225,1.3698604,-1.0394005
000706,-8.721812,53.34766,19.968508,27.817596,0.19439597,16.225157,-13.594195,9.74946,2.0727553,8.487857,5.041366,1.32113,-3.4651535,8.630082,-6.7631516,3.2991862,-1.621162,-4.633614,-0.778333,-0.56835467
000707,-69.20371,58.70228,-18.93348,72.52439,16.128756,9.134873,7.484806,10.984635,3.1742117,-0.53634304,-6.340021,7.686049,-7.0732503,2.632962,1.7637526,3.6880143,-3.138375,-3.5839818,5.8162293,0.08022095
000708,-56.426067,82.70416,25.10199,44.057888,6.8261476,1.8762413,0.1247152,13.239074,0.35578948,-0.9390194,-2.6426482,7.4195056,-0.8875982,2.6775606,-2.1898925,2.095541,-3.0342462,-3.2624397,-4.4510484,2.0988264
000709,-64.80803,87.473495,2.8305523,20.07579,-1.0075225,9.183491,-12.271069,5.410521,-1.5575287,4.344591,5.626309,7.6163673,-2.2048292,4.938451,-6.373509,1.7101281,-5.3934593,1.6940553,0.6628109,1.3023211
000714,-116.93731,130.13187,9.13244,49.30474,8.336661,-10.229381,13.756636,-7.702997,1.4104611,1.563292,9.355648,3.9913826,-6.0520606,-5.0026855,-8.722642,-7.0113525,-11.39348,-4.1708355,-9.731405,2.8512592
000715,-220.66833,190.15703,0.6641578,-2.62884,-10.610316,-4.0365543,-11.515011,2.1688895,-8.556475,-12.047455,-1.8724856,-10.845837,-20.047632,-4.014251,8.022811,9.903716,12.04011,4.712381,-1.1965505,-2.1208913
000716,-107.419785,164.87032,-36.17153,44.51983,-20.20748,-9.75745,1.0935963,1.6688133,-7.705718,-19.718824,-19.497868,3.5929842,-0.7596291,-12.415679,-7.3867135,-0.25509802,-10.067385,0.6554027,-0.806362,-17.231909
000718,-89.80213,47.04201,-4.928149,9.09991,-31.979404,-15.880327,-13.825276,4.369723,-17.630413,-18.880901,-10.329045,-0.73872405,-14.184621,2.1692977,6.491479,11.92836,-1.4117334,1.6386943,-8.983467,-7.7163854
000777,-171.22993,82.29711,11.35179,29.360794,1.9199954,29.062365,-0.5356723,7.7889385,-0.21257107,4.34802,1.5552889,4.068567,2.1872041,3.729958,-0.5168785,3.4640715,-2.9844363,1.8939577,-0.255394,-2.0863724
000814,-253.71591,168.92351,7.3213716,27.853466,7.804831,-12.610537,-3.664073,-9.165552,-7.2646847,-10.36283,-6.266395,-3.6389816,-7.687544,-3.237471,-14.348417,-9.293877,-5.7601113,-7.250068,-8.332514,-7.52473
000821,-276.77722,103.6039,30.945276,34.930443,16.93006,8.757468,11.30518,8.49347,4.9167123,11.3834505,2.9016118,3.0723257,2.5010524,4.7422266,-0.010487379,3.7042744,1.894583,1.6952242,-0.9293208,2.674797
000822,-187.3206,150.41512,15.859889,19.798784,5.807621,8.649423,15.873387,6.811779,4.129638,8.096393,1.4184248,1.5969028,1.8229946,5.465153,1.8085128,0.059703633,-0.8839574,3.1214063,-1.3500345,2.1349547
000825,87.1604,102.86972,-36.534893,34.77871,-9.22287,9.275416,-12.49829,2.5183594,-13.9640255,2.6723473,-9.60302,4.0268145,-5.8178062,3.706142,-9.721464,2.4083564,-8.939596,0.321046,-4.740268,-1.613995
000853,-137.11783,160.28986,-48.44641,25.928114,-27.48962,3.8430064,-21.95567,-11.505208,-11.8795185,-19.818844,-4.923149,-18.01735,-17.508018,-6.1185927,-11.472617,-10.324496,-5.6530743,-10.409744,-6.0654716,-3.5107481
000890,-300.46603,152.83644,-13.849278,39.502445,-20.855545,10.078775,-16.469406,4.0250196,-8.853952,3.0858827,-6.1563206,10.744164,-3.1139185,-13.498956,7.0670924,-10.367312,-2.675476,9.471399,-8.176878,-1.7924455
000892,-95.77935,171.0463,-22.840075,20.357498,-11.375916,14.371354,-5.868841,2.9652987,-4.0371623,-4.786654,-10.695994,-1.0958567,-3.7194765,-4.225925,-7.4326854,-0.6996502,-0.36345002,-0.78946805,-9.1969795,-7.7984295
000897,31.621523,10.584294,-21.136297,25.330864,-4.750213,16.25842,4.9551716,11.063651,4.4495234,7.5231833,-0.059817433,4.4286566,-0.861897,5.6029167,-1.3419548,2.50855,-3.866301,-0.94471645,-1.7618394,5.0920615
000993,-39.86401,59.01276,4.242362,70.33225,7.36298,10.193095,-9.323217,14.963775,0.41438353,7.417591,7.474471,14.023628,5.369133,11.4736805,-4.0358305,2.1989706,-4.168663,0.77763605,1.4556792,-6.4314494
000995,109.9185,76.741234,-28.902239,12.897927,-13.257029,9.4534645,0.121512525,8.230046,-3.9641867,1.2487133,-6.604597,-0.64642996,-5.5629706,-0.17399062,-5.7739177,-0.7060743,-5.809118,-1.1396365,-5.5318193,-1.4759388
000997,86.57952,46.39007,-35.53004,24.560875,0.24731578,16.542759,0.859758,14.358123,10.12866,9.350756,-0.403523,7.3853674,1.5441222,4.8784842,0.095656015,6.263986,0.8231613,3.5827804,-2.0238473,2.6349273
000998,106.69244,68.34498,-6.2730274,4.9597363,-6.767343,7.8370547,3.4810383,8.097404,-0.7083539,3.1457403,-2.8993452,2.2848425,-2.0251625,2.241643,-2.25475,2.0329502,-3.0155284,0.6648029,-2.3227513,2.4697452
001039,9.564827,90.61868,-26.121616,39.680756,8.142253,14.122229,3.3047404,4.568681,3.1574883,6.7231994,4.696919,7.839274,1.8645219,6.341123,-2.2816713,4.6303163,1.9606289,2.4175928,0.10025568,1.9437158
001040,32.25158,74.762184,-14.894485,35.504135,4.4298577,27.734686,-6.931381,6.424536,-2.081232,2.7594204,-8.796327,1.8495814,-1.5269709,-2.742805,-5.650437,-1.4264878,-4.932292,0.7413036,-3.7598548,2.7856944
001066,-217.64908,162.27803,-18.835932,33.633274,2.2623818,6.7366576,-1.4284899,1.9535851,-1.5337771,5.684163,0.50516933,2.561319,-5.0350065,0.7688717,-0.0023174477,2.806093,1.0848397,1.8765434,0.15948495,0.3005137
001069,-42.97291,98.11945,-33.885494,18.601303,-0.116770655,14.455917,-3.7434096,2.5340357,3.7523623,9.607749,-6.726124,0.5504074,1.0034108,4.900237,1.5469882,5.100691,3.4346895,6.851939,4.338648,-0.3985286
001073,-48.131702,96.331184,-0.15942411,26.143133,-3.937667,13.046215,5.453937,5.5354676,-0.068450145,8.640426,1.0625339,1.5222694,-2.617054,0.6111182,-3.5690935,2.4291244,-0.21140973,1.2816405,-0.4540403,0.78054166
001075,-196.82446,80.42641,5.8654695,28.980639,12.652358,17.411345,9.326296,11.257152,3.9697213,5.673786,2.0393977,5.325159,1.4007782,4.283691,1.4155631,5.124659,2.0894573,7.0311146,7.1859646,10.090419
001082,-273.2881,144.80632,-26.732492,-21.821426,-12.0447445,-18.635948,-8.782446,-9.950482,-16.479073,-9.106175,-4.3368883,-14.148667,-16.460161,-11.378727,-10.073335,-8.298683,-2.2915666,4.088995,5.0823827,0.8993864
001083,-29.15918,128.008,-28.325777,22.972946,-3.8523688,8.603059,3.2390664,19.916063,1.4890504,4.8097177,0.32948697,2.4260166,-1.8702346,6.8697147,-5.882458,-1.597115,-5.353812,-6.2071667,-7.3180757,1.873351
001087,-36.072964,93.595406,-24.02949,64.283264,-4.6287947,16.214128,12.746003,5.2620716,2.4721775,14.943985,-1.9618585,0.69493204,1.276159,5.654501,0.32643536,3.7840023,-3.4912517,-4.4662185,1.6242557,-2.1817918
001102,-216.00227,96.24658,-3.773118,21.830248,7.3169093,15.317127,6.012034,12.897306,5.6366906,10.408993,9.982507,9.579789,1.4263358,4.2349176,0.6399212,3.0691032,1.5577106,2.9286523,3.718276,2.383677
001193,-154.66556,140.69151,15.556522,37.808994,11.20806,14.9282875,-2.8175902,-0.6456431,-10.2945,-1.2670041,-9.854498,-2.201212,-8.047363,-6.940216,-7.3244,-4.224744,-8.442584,-5.290983,-9.300439,-3.6877542
001195,-188.99887,178.87065,-7.098788,37.736286,15.626516,8.245476,8.4374895,-5.7011337,-1.8871989,-1.444649,-4.2612715,-0.4638773,0.45794404,-4.6016483,-1.9882855,-6.76008,-14.275603,-9.453214,-4.807676,-2.1558044
001196,-117.18098,138.73344,-3.748834,39.869663,10.116209,17.380892,1.4737998,9.331821,1.0545671,12.0132885,0.31322086,6.391063,-3.8223243,2.0989172,-0.8325136,1.0308014,-5.741119,0.9246391,-2.7452805,-1.3450212
001197,-239.86885,188.65298,-2.7207,31.910177,16.063477,4.963363,7.5589147,-2.0025272,-4.56764,-1.9355552,-5.047789,-4.7694607,-2.9052851,-7.6339397,-3.7107706,-4.937735,-8.870849,-3.662151,-0.5962319,-2.6240368
001249,50.934486,131.15892,-14.21685,24.47141,2.1040328,15.866963,1.3033146,11.253284,-3.416865,7.0695915,-2.0098083,3.9582853,-1.0903034,2.789234,-4.1049004,2.7452009,-3.709403,3.8010612,-5.7335706,4.0767045
001259,-100.60017,89.6691,-33.587482,28.669224,-2.653404,7.140507,-1.3309277,3.9758744,-1.8493997,5.458134,-6.624636,2.7286012,-6.806018,-1.9705287,-2.269518,0.7423626,-3.3399303,0.3104728,-3.0168676,-0.87432563
001270,-13.949529,82.77395,-36.52333,50.294697,6.1537004,-9.094297,-15.781281,-2.548004,-6.935908,6.297994,0.27427405,3.876952,-3.6378577,5.0343475,-7.540383,1.7436827,-6.5482874,0.32947004,-6.8625417,-3.4814239
001276,-35.326622,121.40102,5.7051816,10.712973,3.9037304,4.083933,1.8147811,5.3869705,-2.664545,7.8857303,-1.0606073,4.0180345,0.4329504,0.37312457,1.0916587,1.3579997,-4.2937574,4.1025987,2.878151,1.2971666
001277,-73.67513,76.71023,-13.402802,20.888922,-0.053443775,6.443675,0.8835831,0.86662567,-0.9741572,3.2339182,-0.36859632,-2.418079,-5.8433776,-3.1031313,-3.2719848,-2.5512316,-0.31952468,1.1179379,-5.6847725,1.5790328
001278,-139.93916,141.26624,-2.257195,23.390469,0.64262974,-1.3612993,-7.0898685,-1.8198239,-12.611334,6.25753,-8.665038,2.514816,-4.0439286,-0.7569373,-4.2961807,-2.0288544,-6.369223,-3.314006,-2.1650155,-2.0612078
001417,-82.25933,112.35096,-20.144407,28.031858,7.1646805,5.4090304,-4.7448387,13.044205,1.3396446,-0.042915422,-0.8391094,8.765938,-9.181052,-4.41645,-8.247788,-4.7699137,-5.208953,3.73637,-4.0216627,3.1212595
001427,-119.167244,146.06313,-25.582064,21.4187,-4.251556,4.7751045,2.4518957,-5.5838637,-3.6934931,4.3802576,-0.7798775,3.6465247,-3.397208,5.798947,2.1321332,2.423367,-6.7888165,3.0375283,0.38155746,0.4145614
001443,-55.677322,154.19035,-24.93683,19.926378,5.1506987,3.223764,3.0305593,1.8512454,3.1696503,12.448453,-3.6731308,-2.5473154,-8.887653,-2.4097216,-0.51233584,-1.554167,2.8027246,11.377092,-1.9674381,-2.918973
001482,-238.2334,135.0713,39.359806,33.82319,17.279192,22.430695,12.372433,9.204861,8.18317,11.487994,3.6058416,2.6957583,-3.846641,-1.685085,0.03122187,6.877519,5.8187003,2.0871677,1.4665345,1.6613991
001510,-269.36777,62.529446,-1.5407296,-0.401912,7.1057034,-5.588782,-14.917883,-0.5703085,-22.569555,-5.345204,-17.177853,6.705152,-9.806285,0.44216505,-9.001732,-1.0251122,-5.993851,-6.9295382,-7.0443954,-4.3983884
001544,-355.2518,101.143265,-42.092728,4.6311984,-11.049458,-7.3279557,-6.677742,-12.481745,-0.10761966,-10.979017,-3.5831301,20.997475,0.70521396,-6.4969716,3.882095,-9.38311,-23.024017,2.6802392,13.757523,28.632982
001642,-78.54667,78.49696,0.8852053,5.9609485,-4.183626,4.2597394,-3.942,2.5648186,-9.021137,1.9851664,-5.563307,1.2135346,-3.6748772,-0.14138104,-9.003292,-3.2909439,-7.7709665,-3.4780507,-4.8302655,-0.6317645
001644,16.567822,64.03946,2.8822951,18.072233,-0.4511012,10.87691,-4.505807,9.733524,-2.95662,9.57705,2.92188,1.2570977,-5.1761136,1.0286653,-3.790835,-5.1848197,-5.7085466,-2.6713674,-6.050441,-1.8773639
001649,18.854431,107.06572,-6.825053,13.0842705,2.1132045,13.327009,2.5967076,6.0081673,-2.4492683,7.484846,-5.205135,0.91894275,-8.92688,-0.86561006,-4.44459,-0.5399415,-6.2158513,0.06472211,-0.58374584,1.5167545
001661,44.373375,69.06771,-9.440343,30.015402,-6.5628877,10.285761,-4.621157,1.6772716,-6.218622,1.1808677,-0.8663353,2.610474,-6.4607525,-1.1862062,-4.001264,-2.8440936,-6.236472,0.09046897,-5.1331806,-1.8017503
001663,-119.79342,113.50062,-42.127243,74.37536,-3.1018982,22.214165,-3.427221,12.370216,-2.586655,11.556269,3.6523187,5.020018,-3.7753067,-1.7282989,-4.3612223,-4.633761,-1.801199,-3.495035,-6.247849,-1.6584758
001666,-128.82236,93.50371,-27.067944,38.40756,-5.7973146,8.855681,-5.4494295,6.234451,-9.589597,7.1172495,-11.930439,-7.9626145,-6.912842,1.0485747,7.83442,-1.1565465,2.3823502,2.0599058,4.894892,6.7809935
001673,-307.72195,164.59308,-7.1553836,-2.689133,-1.510359,2.9579937,-4.5998087,1.8111662,-11.090912,-9.288291,-12.379491,-5.686261,-0.93221056,4.874805,-0.7087848,-1.7737399,-7.838995,1.5830961,3.4025836,3.2570288
001680,-162.92097,104.9322,-12.120755,30.318918,-8.197159,0.9327352,-1.7095392,-8.222198,-6.010155,-9.253351,-12.136646,-1.8651353,-7.620419,-8.883534,-2.865284,-0.085316844,-3.1925085,-4.7215304,-14.895421,-9.433386
001681,-102.8588,72.10488,-3.8644881,17.922045,4.5561852,6.441908,1.7377484,-8.185477,-7.230816,4.787818,-9.240053,3.98158,-2.5277355,-5.3019624,-0.9610489,-12.428911,-11.922056,-5.773814,-13.127046,-1.863111
001682,-113.144585,86.54921,-10.256112,24.33247,-4.7199836,-2.3090897,0.39117134,-12.203842,-14.373917,-8.109201,-14.845006,0.13317516,-8.218874,-8.294722,-3.296642,-4.9535923,-4.526006,-1.9361955,-7.236844,-5.3250465
001683,-109.0189,92.637146,-8.877503,10.3146,-5.3620057,4.995001,-4.992116,-3.9437861,-6.2227573,0.8416041,-5.563079,3.347274,-6.753213,-0.46910027,-4.9635468,-5.595373,-8.445413,-4.6073117,-8.938982,-8.122355
001684,-102.387634,101.7566,-3.7573404,29.59387,-4.873529,1.9440224,5.952578,-3.0033014,-3.8312352,-1.03985,-10.572915,0.6375656,-9.260407,-5.6324415,-5.428324,-5.095367,-3.1008348,-0.7746937,-10.100489,-5.171525
001685,-195.845,106.60201,-21.430746,25.947758,-2.546357,2.0867572,1.1433235,-5.8978424,-7.84889,-6.779808,-10.243242,4.073937,-4.364738,-6.687317,-8.304396,-8.939231,-8.504201,-4.4522066,-13.538766,-11.401245
001686,-102.12795,71.0781,2.2078383,26.97544,-1.3981127,8.207414,-8.933602,-0.08701126,-7.022426,-4.649206,-11.211845,3.3084106,-8.623473,-7.210526,-13.629164,-6.8985925,-7.8846273,-7.552155,-13.746285,-10.425987
001687,-169.5691,102.09922,-9.146353,2.6327772,-13.531106,-2.9186852,-7.3467484,-8.477064,-14.867742,-6.0742545,-9.922178,-0.8007761,-10.171844,-10.314134,-9.862424,-8.722213,-10.046447,-7.4458823,-8.04569,-5.9728785
001688,-104.446396,92.419914,-3.0527465,24.11267,-7.3144975,-3.5940373,9.324329,-12.263057,-6.126832,-2.013724,-17.01264,0.57591826,-7.3389616,-9.84286,-3.4433057,-11.30905,-3.6174798,-4.130417,-10.39269,-3.866087
001689,-117.01674,78.47697,-11.316269,33.697063,-11.189341,-4.205466,-2.8197575,-0.1221887,-13.467863,-11.860157,-11.606244,1.3984611,-10.921862,-5.3999243,-3.8934498,-6.816636,-1.2049268,-2.2116659,-12.704486,-11.88765
001701,-205.59792,128.66087,-28.880827,6.7023664,-16.397907,0.8951697,-26.391842,-14.940888,-11.57112,-3.5520778,-12.303129,-18.940489,-9.948943,-10.432291,-6.1726975,-3.9130363,7.2496185,5.5221167,-1.2374587,7.0698185
001702,-157.51714,189.17203,-21.192905,15.025447,0.10063484,-4.991368,-6.4338536,-7.3799863,-16.917418,-8.028645,-14.345287,-5.7528696,-9.638742,-4.924668,-5.3809624,-5.3658924,-8.799315,-4.674643,-5.666921,-6.428133
001703,-276.8282,159.97139,-19.337791,-15.328037,-5.5249047,1.2236066,4.205373,6.9864316,1.2256209,-4.9422083,-20.229456,-13.066898,-12.406822,-11.532601,-9.491166,-5.229482,-3.1004891,3.4708,-1.3499364,-0.66033286
001704,-184.9904,94.68107,-20.443253,42.023636,-2.7300208,12.139296,-10.810669,-14.466582,-13.66258,-12.281703,-7.6760697,-10.015239,-10.849777,-7.3979964,-9.085769,-11.89929,-13.085086,0.37148818,-0.273735,-0.72398335
001706,25.223001,62.211918,-40.820187,34.652435,-17.455284,-5.7824907,-11.470282,-7.1978717,-9.9430685,-4.3746867,-11.9251175,-3.238918,-7.4845014,-1.4254811,-12.976797,-0.42577833,-6.764811,1.3404415,-4.9570827,0.13646723
001720,-72.90138,77.09965,5.829765,18.512548,-10.269637,26.457655,-18.302738,5.9369855,-3.2128668,-5.8715224,-5.0889926,0.95112103,2.9374027,-4.260374,-4.503895,2.7719307,-5.52872,2.3178217,-2.876761,-0.0770545
001732,-30.144709,64.21331,17.888851,9.513261,1.1137861,12.928257,-9.965371,6.0112658,-8.501346,2.8895211,-8.333625,0.659092,-7.3835225,-3.3008387,-1.1029613,2.2798738,-3.9444978,-0.12146593,-7.9884844,-9.253288
001733,30.295528,91.91152,-20.047838,27.018827,-7.2936463,14.185337,-11.85314,5.1226573,-11.33546,2.9677153,-4.46363,-0.622534,-4.5228977,-1.6649418,-4.1630974,-1.4292241,-12.617733,-5.4884973,-7.1366267,-2.5911403
